kind,group,name,width,height,file,source,sprite_index,texture_source,x,y,global_y
atlas,atlases,BONUS_G_R2.GCZ,1024,1024,atlases/bonus_g_r2.png,BONUS_G_R2.GCZ,,,,,
atlas,atlases,BONUS_G_R3.GCZ,1024,1024,atlases/bonus_g_r3.png,BONUS_G_R3.GCZ,,,,,
atlas,atlases,BONUS_G_R4.GCZ,1024,1024,atlases/bonus_g_r4.png,BONUS_G_R4.GCZ,,,,,
atlas,atlases,BONUS_G_R5.GCZ,1024,1024,atlases/bonus_g_r5.png,BONUS_G_R5.GCZ,,,,,
atlas,atlases,BONUS_G_R6.GCZ,1024,1024,atlases/bonus_g_r6.png,BONUS_G_R6.GCZ,,,,,
atlas,atlases,BONUS_G_R7.GCZ,1024,1024,atlases/bonus_g_r7.png,BONUS_G_R7.GCZ,,,,,
atlas,atlases,BONUS_G_R8.GCZ,1024,1024,atlases/bonus_g_r8.png,BONUS_G_R8.GCZ,,,,,
atlas,atlases,BONUS_G_R9.GCZ,1024,256,atlases/bonus_g_r9.png,BONUS_G_R9.GCZ,,,,,
atlas,atlases,CA_EA0.GCZ,1024,512,atlases/ca_ea0.png,CA_EA0.GCZ,,,,,
atlas,atlases,CA_WD0.GCZ,1024,512,atlases/ca_wd0.png,CA_WD0.GCZ,,,,,
atlas,atlases,CONG_0000.GCZ,1024,1024,atlases/cong_0000.png,CONG_0000.GCZ,,,,,
atlas,atlases,CONG_0010.GCZ,1024,1024,atlases/cong_0010.png,CONG_0010.GCZ,,,,,
atlas,atlases,CONG_0020.GCZ,1024,1024,atlases/cong_0020.png,CONG_0020.GCZ,,,,,
atlas,atlases,CONG_0030.GCZ,1024,1024,atlases/cong_0030.png,CONG_0030.GCZ,,,,,
atlas,atlases,CONG_0040.GCZ,1024,1024,atlases/cong_0040.png,CONG_0040.GCZ,,,,,
atlas,atlases,CONG_0050.GCZ,1024,1024,atlases/cong_0050.png,CONG_0050.GCZ,,,,,
atlas,atlases,cong_0060.gcz,1024,1024,atlases/cong_0060.png,cong_0060.gcz,,,,,
atlas,atlases,cong_0070.gcz,1024,1024,atlases/cong_0070.png,cong_0070.gcz,,,,,
atlas,atlases,cong_0080.gcz,1024,1024,atlases/cong_0080.png,cong_0080.gcz,,,,,
atlas,atlases,cong_0090.gcz,1024,1024,atlases/cong_0090.png,cong_0090.gcz,,,,,
atlas,atlases,cong_0100.gcz,1024,1024,atlases/cong_0100.png,cong_0100.gcz,,,,,
atlas,atlases,cong_0110.gcz,1024,1024,atlases/cong_0110.png,cong_0110.gcz,,,,,
atlas,atlases,FG_OPEN0.GCZ,1024,1024,atlases/fg_open0.png,FG_OPEN0.GCZ,,,,,
atlas,atlases,HPP_ED_M0.GCZ,1024,1024,atlases/hpp_ed_m0.png,HPP_ED_M0.GCZ,,,,,
atlas,atlases,HPP_ED_M1.GCZ,1024,128,atlases/hpp_ed_m1.png,HPP_ED_M1.GCZ,,,,,
atlas,atlases,HPP_F840.GCZ,1024,1024,atlases/hpp_f840.png,HPP_F840.GCZ,,,,,
atlas,atlases,HPP_F841.GCZ,1024,1024,atlases/hpp_f841.png,HPP_F841.GCZ,,,,,
atlas,atlases,HPP_OP_M0.GCZ,1024,1024,atlases/hpp_op_m0.png,HPP_OP_M0.GCZ,,,,,
atlas,atlases,HPP_OP_M1.GCZ,1024,256,atlases/hpp_op_m1.png,HPP_OP_M1.GCZ,,,,,
atlas,atlases,jp_get0.gcz,1024,512,atlases/jp_get0.png,jp_get0.gcz,,,,,
atlas,atlases,jp_movie0.gcz,1024,1024,atlases/jp_movie0.png,jp_movie0.gcz,,,,,
atlas,atlases,JP_MOVIE20.GCZ,1024,1024,atlases/jp_movie20.png,JP_MOVIE20.GCZ,,,,,
atlas,atlases,JPcounter0.gcz,1024,1024,atlases/jpcounter0.png,JPcounter0.gcz,,,,,
atlas,atlases,JPcounter1.gcz,1024,1024,atlases/jpcounter1.png,JPcounter1.gcz,,,,,
atlas,atlases,JPcounter2.gcz,1024,1024,atlases/jpcounter2.png,JPcounter2.gcz,,,,,
atlas,atlases,JPCOUNTER_010.GCZ,1024,1024,atlases/jpcounter_010.png,JPCOUNTER_010.GCZ,,,,,
atlas,atlases,JPCOUNTER_011.GCZ,1024,1024,atlases/jpcounter_011.png,JPCOUNTER_011.GCZ,,,,,
atlas,atlases,JPCOUNTER_012.GCZ,1024,512,atlases/jpcounter_012.png,JPCOUNTER_012.GCZ,,,,,
atlas,atlases,MAXWIN0.GCZ,1024,512,atlases/maxwin0.png,MAXWIN0.GCZ,,,,,
atlas,atlases,ranking0.gcz,1024,1024,atlases/ranking0.png,ranking0.gcz,,,,,
atlas,atlases,ranking1.gcz,1024,1024,atlases/ranking1.png,ranking1.gcz,,,,,
atlas,atlases,ranking2.gcz,1024,1024,atlases/ranking2.png,ranking2.gcz,,,,,
atlas,atlases,ranking3.gcz,1024,1024,atlases/ranking3.png,ranking3.gcz,,,,,
atlas,atlases,ranking4.gcz,1024,1024,atlases/ranking4.png,ranking4.gcz,,,,,
atlas,atlases,sp_chance0.gcz,1024,1024,atlases/sp_chance0.png,sp_chance0.gcz,,,,,
atlas,atlases,sp_chance1.gcz,1024,1024,atlases/sp_chance1.png,sp_chance1.gcz,,,,,
atlas,atlases,sp_chance2.gcz,1024,1024,atlases/sp_chance2.png,sp_chance2.gcz,,,,,
atlas,atlases,sp_chance3.gcz,1024,1024,atlases/sp_chance3.png,sp_chance3.gcz,,,,,
atlas,atlases,sp_chance4.gcz,1024,1024,atlases/sp_chance4.png,sp_chance4.gcz,,,,,
atlas,atlases,sp_chance5.gcz,1024,1024,atlases/sp_chance5.png,sp_chance5.gcz,,,,,
atlas,atlases,sp_chance6.gcz,1024,1024,atlases/sp_chance6.png,sp_chance6.gcz,,,,,
atlas,atlases,sp_chance7.gcz,1024,256,atlases/sp_chance7.png,sp_chance7.gcz,,,,,
atlas,atlases,titl0.gcz,1024,1024,atlases/titl0.png,titl0.gcz,,,,,
bitmap,bitmaps,TITL_BLUE.BMP,800,600,bitmaps/titl_blue.png,TITL_BLUE.BMP,,,,,
bitmap,bitmaps,TITL_RED.BMP,800,600,bitmaps/titl_red.png,TITL_RED.BMP,,,,,
bitmap,bitmaps,title.bmp,800,600,bitmaps/title.png,title.bmp,,,,,
atlas,atlases,TITLE_DEMO0.GCZ,1024,1024,atlases/title_demo0.png,TITLE_DEMO0.GCZ,,,,,
atlas,atlases,TITLE_DEMO0.GCZ.bak,1024,1024,atlases/title_demo0_backup.png,TITLE_DEMO0.GCZ.bak,,,,,
atlas,atlases,TITLE_DEMO1.GCZ,1024,1024,atlases/title_demo1.png,TITLE_DEMO1.GCZ,,,,,
sprite,bmp_title,MUS_01,370,36,sprites/bmp_title/0000_MUS_01.png,bmp_title.bin,0,bmp_title0.gcz,378,180,180
sprite,bmp_title,MUS_02,446,36,sprites/bmp_title/0001_MUS_02.png,bmp_title.bin,1,bmp_title0.gcz,450,72,72
sprite,bmp_title,MUS_03,610,35,sprites/bmp_title/0002_MUS_03.png,bmp_title.bin,2,bmp_title0.gcz,168,648,648
sprite,bmp_title,MUS_04,300,36,sprites/bmp_title/0003_MUS_04.png,bmp_title.bin,3,bmp_title0.gcz,722,216,216
sprite,bmp_title,MUS_05,616,36,sprites/bmp_title/0004_MUS_05.png,bmp_title.bin,4,bmp_title0.gcz,0,0,0
sprite,bmp_title,MUS_06,422,36,sprites/bmp_title/0005_MUS_06.png,bmp_title.bin,5,bmp_title0.gcz,0,108,108
sprite,bmp_title,MUS_07,300,36,sprites/bmp_title/0006_MUS_07.png,bmp_title.bin,6,bmp_title0.gcz,0,396,396
sprite,bmp_title,MUS_08,320,36,sprites/bmp_title/0007_MUS_08.png,bmp_title.bin,7,bmp_title0.gcz,700,288,288
sprite,bmp_title,MUS_09,234,36,sprites/bmp_title/0008_MUS_09.png,bmp_title.bin,8,bmp_title0.gcz,476,504,504
sprite,bmp_title,MUS_10,240,36,sprites/bmp_title/0009_MUS_10.png,bmp_title.bin,9,bmp_title0.gcz,0,504,504
sprite,bmp_title,MUS_11,258,36,sprites/bmp_title/0010_MUS_11.png,bmp_title.bin,10,bmp_title0.gcz,580,432,432
sprite,bmp_title,MUS_12,220,36,sprites/bmp_title/0011_MUS_12.png,bmp_title.bin,11,bmp_title0.gcz,802,108,108
sprite,bmp_title,MUS_13,230,36,sprites/bmp_title/0012_MUS_13.png,bmp_title.bin,12,bmp_title0.gcz,0,540,540
sprite,bmp_title,MUS_14,110,36,sprites/bmp_title/0013_MUS_14.png,bmp_title.bin,13,bmp_title0.gcz,896,72,72
sprite,bmp_title,MUS_15,380,36,sprites/bmp_title/0014_MUS_15.png,bmp_title.bin,14,bmp_title0.gcz,422,108,108
sprite,bmp_title,MUS_16,180,36,sprites/bmp_title/0015_MUS_16.png,bmp_title.bin,15,bmp_title0.gcz,838,432,432
sprite,bmp_title,MUS_17,380,36,sprites/bmp_title/0016_MUS_17.png,bmp_title.bin,16,bmp_title0.gcz,0,144,144
sprite,bmp_title,MUS_18,270,36,sprites/bmp_title/0017_MUS_18.png,bmp_title.bin,17,bmp_title0.gcz,748,180,180
sprite,bmp_title,MUS_19,340,36,sprites/bmp_title/0018_MUS_19.png,bmp_title.bin,18,bmp_title0.gcz,0,324,324
sprite,bmp_title,MUS_20,300,36,sprites/bmp_title/0019_MUS_20.png,bmp_title.bin,19,bmp_title0.gcz,300,396,396
sprite,bmp_title,MUS_21,280,36,sprites/bmp_title/0020_MUS_21.png,bmp_title.bin,20,bmp_title0.gcz,300,432,432
sprite,bmp_title,MUS_22,360,36,sprites/bmp_title/0021_MUS_22.png,bmp_title.bin,21,bmp_title0.gcz,362,216,216
sprite,bmp_title,MUS_23,252,36,sprites/bmp_title/0022_MUS_23.png,bmp_title.bin,22,bmp_title0.gcz,254,468,468
sprite,bmp_title,MUS_24,220,36,sprites/bmp_title/0023_MUS_24.png,bmp_title.bin,23,bmp_title0.gcz,230,540,540
sprite,bmp_title,MUS_25,330,36,sprites/bmp_title/0024_MUS_25.png,bmp_title.bin,24,bmp_title0.gcz,0,360,360
sprite,bmp_title,MUS_26,300,36,sprites/bmp_title/0025_MUS_26.png,bmp_title.bin,25,bmp_title0.gcz,600,396,396
sprite,bmp_title,MUS_27,320,36,sprites/bmp_title/0026_MUS_27.png,bmp_title.bin,26,bmp_title0.gcz,330,360,360
sprite,bmp_title,MUS_28,242,36,sprites/bmp_title/0027_MUS_28.png,bmp_title.bin,27,bmp_title0.gcz,506,468,468
sprite,bmp_title,MUS_29,170,36,sprites/bmp_title/0028_MUS_29.png,bmp_title.bin,28,bmp_title0.gcz,716,612,612
sprite,bmp_title,MUS_30,340,36,sprites/bmp_title/0029_MUS_30.png,bmp_title.bin,29,bmp_title0.gcz,340,324,324
sprite,bmp_title,MUS_31,380,36,sprites/bmp_title/0030_MUS_31.png,bmp_title.bin,30,bmp_title0.gcz,380,144,144
sprite,bmp_title,MUS_32,172,36,sprites/bmp_title/0031_MUS_32.png,bmp_title.bin,31,bmp_title0.gcz,544,612,612
sprite,bmp_title,MUS_33,300,36,sprites/bmp_title/0032_MUS_33.png,bmp_title.bin,32,bmp_title0.gcz,0,432,432
sprite,bmp_title,MUS_34,260,36,sprites/bmp_title/0033_MUS_34.png,bmp_title.bin,33,bmp_title0.gcz,760,144,144
sprite,bmp_title,MUS_35,350,36,sprites/bmp_title/0034_MUS_35.png,bmp_title.bin,34,bmp_title0.gcz,0,288,288
sprite,bmp_title,MUS_36,336,36,sprites/bmp_title/0035_MUS_36.png,bmp_title.bin,35,bmp_title0.gcz,680,324,324
sprite,bmp_title,MUS_37,140,36,sprites/bmp_title/0036_MUS_37.png,bmp_title.bin,36,bmp_title0.gcz,884,540,540
sprite,bmp_title,MUS_38,350,36,sprites/bmp_title/0037_MUS_38.png,bmp_title.bin,37,bmp_title0.gcz,350,288,288
sprite,bmp_title,MUS_39,540,36,sprites/bmp_title/0038_MUS_39.png,bmp_title.bin,38,bmp_title0.gcz,0,36,36
sprite,bmp_title,MUS_40,470,36,sprites/bmp_title/0039_MUS_40.png,bmp_title.bin,39,bmp_title0.gcz,540,36,36
sprite,bmp_title,MUS_41,450,36,sprites/bmp_title/0040_MUS_41.png,bmp_title.bin,40,bmp_title0.gcz,0,72,72
sprite,bmp_title,MUS_42,180,36,sprites/bmp_title/0041_MUS_42.png,bmp_title.bin,41,bmp_title0.gcz,188,612,612
sprite,bmp_title,MUS_43,168,36,sprites/bmp_title/0042_MUS_43.png,bmp_title.bin,42,bmp_title0.gcz,0,648,648
sprite,bmp_title,MUS_44,220,36,sprites/bmp_title/0043_MUS_44.png,bmp_title.bin,43,bmp_title0.gcz,450,540,540
sprite,bmp_title,MUS_45,320,36,sprites/bmp_title/0044_MUS_45.png,bmp_title.bin,44,bmp_title0.gcz,650,360,360
sprite,bmp_title,MUS_46,200,36,sprites/bmp_title/0045_MUS_46.png,bmp_title.bin,45,bmp_title0.gcz,626,576,576
sprite,bmp_title,MUS_47,378,36,sprites/bmp_title/0046_MUS_47.png,bmp_title.bin,46,bmp_title0.gcz,0,180,180
sprite,bmp_title,MUS_48,242,36,sprites/bmp_title/0047_MUS_48.png,bmp_title.bin,47,bmp_title0.gcz,748,468,468
sprite,bmp_title,MUS_49,214,36,sprites/bmp_title/0048_MUS_49.png,bmp_title.bin,48,bmp_title0.gcz,670,540,540
sprite,bmp_title,MUS_50,362,36,sprites/bmp_title/0049_MUS_50.png,bmp_title.bin,49,bmp_title0.gcz,0,216,216
sprite,bmp_title,MUS_51,176,36,sprites/bmp_title/0050_MUS_51.png,bmp_title.bin,50,bmp_title0.gcz,368,612,612
sprite,bmp_title,MUS_52,254,36,sprites/bmp_title/0051_MUS_52.png,bmp_title.bin,51,bmp_title0.gcz,0,468,468
sprite,bmp_title,MUS_53,308,36,sprites/bmp_title/0052_MUS_53.png,bmp_title.bin,52,bmp_title0.gcz,714,252,252
sprite,bmp_title,MUS_54,210,36,sprites/bmp_title/0053_MUS_54.png,bmp_title.bin,53,bmp_title0.gcz,0,576,576
sprite,bmp_title,MUS_55,354,36,sprites/bmp_title/0054_MUS_55.png,bmp_title.bin,54,bmp_title0.gcz,360,252,252
sprite,bmp_title,MUS_56,188,36,sprites/bmp_title/0055_MUS_56.png,bmp_title.bin,55,bmp_title0.gcz,0,612,612
sprite,bmp_title,MUS_57,360,36,sprites/bmp_title/0056_MUS_57.png,bmp_title.bin,56,bmp_title0.gcz,0,252,252
sprite,bmp_title,MUS_58,232,36,sprites/bmp_title/0057_MUS_58.png,bmp_title.bin,57,bmp_title0.gcz,710,504,504
sprite,bmp_title,MUS_59,208,36,sprites/bmp_title/0058_MUS_59.png,bmp_title.bin,58,bmp_title0.gcz,210,576,576
sprite,bmp_title,MUS_60,406,36,sprites/bmp_title/0059_MUS_60.png,bmp_title.bin,59,bmp_title0.gcz,616,0,0
sprite,bmp_title,MUS_61,236,36,sprites/bmp_title/0060_MUS_61.png,bmp_title.bin,60,bmp_title0.gcz,240,504,504
sprite,bmp_title,MUS_62,195,36,sprites/bmp_title/0061_MUS_62.png,bmp_title.bin,61,bmp_title0.gcz,826,576,576
sprite,bmp_title,MUS_63,208,36,sprites/bmp_title/0062_MUS_63.png,bmp_title.bin,62,bmp_title0.gcz,418,576,576
sprite,bonus_g,0MAI,92,62,sprites/bonus_g/0000_0MAI.png,bonus_g.bin,0,bonus_g4.gcz,932,652,4748
sprite,bonus_g,1MAI,92,62,sprites/bonus_g/0001_1MAI.png,bonus_g.bin,1,bonus_g7.gcz,834,760,7928
sprite,bonus_g,2MAI,92,62,sprites/bonus_g/0002_2MAI.png,bonus_g.bin,2,bonus_g7.gcz,926,760,7928
sprite,bonus_g,3MAI,92,62,sprites/bonus_g/0003_3MAI.png,bonus_g.bin,3,bonus_g8.gcz,904,114,8306
sprite,bonus_g,4MAI,92,62,sprites/bonus_g/0004_4MAI.png,bonus_g.bin,4,bonus_g8.gcz,646,236,8428
sprite,bonus_g,5MAI,92,62,sprites/bonus_g/0005_5MAI.png,bonus_g.bin,5,bonus_g8.gcz,738,236,8428
sprite,bonus_g,6MAI,92,62,sprites/bonus_g/0006_6MAI.png,bonus_g.bin,6,bonus_g8.gcz,830,236,8428
sprite,bonus_g,7MAI,92,62,sprites/bonus_g/0007_7MAI.png,bonus_g.bin,7,bonus_g8.gcz,922,220,8412
sprite,bonus_g,8MAI,92,62,sprites/bonus_g/0008_8MAI.png,bonus_g.bin,8,bonus_g8.gcz,646,354,8546
sprite,bonus_g,9MAI,92,62,sprites/bonus_g/0009_9MAI.png,bonus_g.bin,9,bonus_g8.gcz,738,354,8546
sprite,bonus_g,ARROW1,148,150,sprites/bonus_g/0010_ARROW1.png,bonus_g.bin,10,bonus_g1.gcz,794,248,1272
sprite,bonus_g,ARROW2,148,150,sprites/bonus_g/0011_ARROW2.png,bonus_g.bin,11,bonus_g5.gcz,646,0,5120
sprite,bonus_g,AURA,80,80,sprites/bonus_g/0012_AURA.png,bonus_g.bin,12,bonus_g4.gcz,934,714,4810
sprite,bonus_g,BALL,60,62,sprites/bonus_g/0013_BALL.png,bonus_g.bin,13,bonus_g4.gcz,934,924,5020
sprite,bonus_g,BAR_C,200,40,sprites/bonus_g/0014_BAR_C.png,bonus_g.bin,14,bonus_g8.gcz,650,682,8874
sprite,bonus_g,BAR_L,18,40,sprites/bonus_g/0015_BAR_L.png,bonus_g.bin,15,bonus_g0.gcz,1006,310,310
sprite,bonus_g,BAR_R,24,40,sprites/bonus_g/0016_BAR_R.png,bonus_g.bin,16,bonus_g0.gcz,994,374,374
sprite,bonus_g,BG_001,400,300,sprites/bonus_g/0017_BG_001.png,bonus_g.bin,17,bonus_g1.gcz,590,406,1430
sprite,bonus_g,BLACK,80,60,sprites/bonus_g/0018_BLACK.png,bonus_g.bin,18,bonus_g6.gcz,944,260,6404
sprite,bonus_g,BLK_LIGHT,84,84,sprites/bonus_g/0019_BLK_LIGHT.png,bonus_g.bin,19,bonus_g2.gcz,908,510,2558
sprite,bonus_g,BLK_MET_00,622,60,sprites/bonus_g/0020_BLK_MET_00.png,bonus_g.bin,20,bonus_g9.gcz,0,152,9368
sprite,bonus_g,BLK_MET_01,60,32,sprites/bonus_g/0021_BLK_MET_01.png,bonus_g.bin,21,bonus_g0.gcz,0,992,992
sprite,bonus_g,BLK_MET_02,60,32,sprites/bonus_g/0022_BLK_MET_02.png,bonus_g.bin,22,bonus_g0.gcz,60,992,992
sprite,bonus_g,BLK_MET_B01,52,60,sprites/bonus_g/0023_BLK_MET_B01.png,bonus_g.bin,23,bonus_g2.gcz,966,0,2048
sprite,bonus_g,BLK_MET_B02,52,60,sprites/bonus_g/0024_BLK_MET_B02.png,bonus_g.bin,24,bonus_g2.gcz,966,60,2108
sprite,bonus_g,BLK_MET_B03,52,60,sprites/bonus_g/0025_BLK_MET_B03.png,bonus_g.bin,25,bonus_g2.gcz,966,120,2168
sprite,bonus_g,BLK_MET_B04,52,60,sprites/bonus_g/0026_BLK_MET_B04.png,bonus_g.bin,26,bonus_g2.gcz,966,180,2228
sprite,bonus_g,BLK_MET_B05,52,60,sprites/bonus_g/0027_BLK_MET_B05.png,bonus_g.bin,27,bonus_g2.gcz,966,240,2288
sprite,bonus_g,BLK_MET_B06,52,60,sprites/bonus_g/0028_BLK_MET_B06.png,bonus_g.bin,28,bonus_g2.gcz,972,806,2854
sprite,bonus_g,BLK_MET_B07,52,60,sprites/bonus_g/0029_BLK_MET_B07.png,bonus_g.bin,29,bonus_g2.gcz,972,866,2914
sprite,bonus_g,BLK_MET_BLK,52,60,sprites/bonus_g/0030_BLK_MET_BLK.png,bonus_g.bin,30,bonus_g2.gcz,972,926,2974
sprite,bonus_g,BLK_MET_I,332,30,sprites/bonus_g/0031_BLK_MET_I.png,bonus_g.bin,31,bonus_g0.gcz,120,992,992
sprite,bonus_g,BLK_MET_TXT,328,30,sprites/bonus_g/0032_BLK_MET_TXT.png,bonus_g.bin,32,bonus_g0.gcz,452,992,992
sprite,bonus_g,BLK_PHOTO,584,236,sprites/bonus_g/0033_BLK_PHOTO.png,bonus_g.bin,33,bonus_g2.gcz,0,630,2678
sprite,bonus_g,BLK_RF,590,356,sprites/bonus_g/0034_BLK_RF.png,bonus_g.bin,34,bonus_g1.gcz,0,406,1430
sprite,bonus_g,BLU_CL,192,98,sprites/bonus_g/0035_BLU_CL.png,bonus_g.bin,35,bonus_g0.gcz,302,434,434
sprite,bonus_g,BTN0,136,72,sprites/bonus_g/0036_BTN0.png,bonus_g.bin,36,bonus_g7.gcz,824,688,7856
sprite,bonus_g,BTN1,200,146,sprites/bonus_g/0037_BTN1.png,bonus_g.bin,37,bonus_g5.gcz,794,0,5120
sprite,bonus_g,BTN2,200,134,sprites/bonus_g/0038_BTN2.png,bonus_g.bin,38,bonus_g4.gcz,0,888,4984
sprite,bonus_g,COIN00,100,100,sprites/bonus_g/0039_COIN00.png,bonus_g.bin,39,bonus_g7.gcz,646,0,7168
sprite,bonus_g,COIN01,100,100,sprites/bonus_g/0040_COIN01.png,bonus_g.bin,40,bonus_g7.gcz,746,0,7168
sprite,bonus_g,COIN02,100,100,sprites/bonus_g/0041_COIN02.png,bonus_g.bin,41,bonus_g7.gcz,846,0,7168
sprite,bonus_g,COIN03,100,100,sprites/bonus_g/0042_COIN03.png,bonus_g.bin,42,bonus_g7.gcz,646,100,7268
sprite,bonus_g,COIN04,100,100,sprites/bonus_g/0043_COIN04.png,bonus_g.bin,43,bonus_g7.gcz,746,100,7268
sprite,bonus_g,COIN05,100,100,sprites/bonus_g/0044_COIN05.png,bonus_g.bin,44,bonus_g7.gcz,846,100,7268
sprite,bonus_g,COIN06,100,100,sprites/bonus_g/0045_COIN06.png,bonus_g.bin,45,bonus_g7.gcz,646,200,7368
sprite,bonus_g,COIN07,100,100,sprites/bonus_g/0046_COIN07.png,bonus_g.bin,46,bonus_g7.gcz,746,200,7368
sprite,bonus_g,COIN08,100,100,sprites/bonus_g/0047_COIN08.png,bonus_g.bin,47,bonus_g7.gcz,846,200,7368
sprite,bonus_g,COIN09,100,100,sprites/bonus_g/0048_COIN09.png,bonus_g.bin,48,bonus_g7.gcz,646,348,7516
sprite,bonus_g,COIN10,100,100,sprites/bonus_g/0049_COIN10.png,bonus_g.bin,49,bonus_g7.gcz,746,348,7516
sprite,bonus_g,C_POKE,178,80,sprites/bonus_g/0050_C_POKE.png,bonus_g.bin,50,bonus_g7.gcz,646,688,7856
sprite,bonus_g,EF_CCL,96,96,sprites/bonus_g/0051_EF_CCL.png,bonus_g.bin,51,bonus_g7.gcz,862,590,7758
sprite,bonus_g,EF_ITEM_01,120,120,sprites/bonus_g/0052_EF_ITEM_01.png,bonus_g.bin,52,bonus_g5.gcz,900,780,5900
sprite,bonus_g,EF_ITEM_03,120,120,sprites/bonus_g/0053_EF_ITEM_03.png,bonus_g.bin,53,bonus_g6.gcz,772,140,6284
sprite,bonus_g,EF_ITEM_05,120,120,sprites/bonus_g/0054_EF_ITEM_05.png,bonus_g.bin,54,bonus_g6.gcz,892,140,6284
sprite,bonus_g,EF_ITEM_07,120,120,sprites/bonus_g/0055_EF_ITEM_07.png,bonus_g.bin,55,bonus_g6.gcz,704,266,6410
sprite,bonus_g,EF_ITEM_09,120,120,sprites/bonus_g/0056_EF_ITEM_09.png,bonus_g.bin,56,bonus_g6.gcz,824,260,6404
sprite,bonus_g,EF_ITEM_11,120,120,sprites/bonus_g/0057_EF_ITEM_11.png,bonus_g.bin,57,bonus_g6.gcz,898,428,6572
sprite,bonus_g,EF_ITEM_13,120,120,sprites/bonus_g/0058_EF_ITEM_13.png,bonus_g.bin,58,bonus_g6.gcz,544,550,6694
sprite,bonus_g,EF_ITEM_15,120,120,sprites/bonus_g/0059_EF_ITEM_15.png,bonus_g.bin,59,bonus_g6.gcz,664,550,6694
sprite,bonus_g,EF_PLUS,128,18,sprites/bonus_g/0060_EF_PLUS.png,bonus_g.bin,60,bonus_g0.gcz,694,324,324
sprite,bonus_g,FAIRY_50,114,110,sprites/bonus_g/0061_FAIRY_50.png,bonus_g.bin,61,bonus_g6.gcz,906,0,6144
sprite,bonus_g,FAIRY_51,98,110,sprites/bonus_g/0062_FAIRY_51.png,bonus_g.bin,62,bonus_g6.gcz,818,786,6930
sprite,bonus_g,FAIRY_52,72,110,sprites/bonus_g/0063_FAIRY_52.png,bonus_g.bin,63,bonus_g4.gcz,950,164,4260
sprite,bonus_g,FAIRY_53,72,110,sprites/bonus_g/0064_FAIRY_53.png,bonus_g.bin,64,bonus_g4.gcz,932,542,4638
sprite,bonus_g,FGNUM_0,150,184,sprites/bonus_g/0065_FGNUM_0.png,bonus_g.bin,65,bonus_g3.gcz,610,660,3732
sprite,bonus_g,FGNUM_1,150,184,sprites/bonus_g/0066_FGNUM_1.png,bonus_g.bin,66,bonus_g3.gcz,760,660,3732
